account_id,first_name,last_name,birth_date,gender,initial_balance,client_addr,create_date,frequency,bank_id,branch_addr,SAR,alert_id,ip_address
80,Diana,Perez,8/11/1962,Female,20871.93,44,12/25/2010,Transaction,KL,44,FALSE,,210.80.239.157
81,John,Frederick,1/23/1963,Male,1124.82,68,3/23/2012,Monthly,EF,68,FALSE,,152.57.138.7
82,Tammy,Thornton,9/10/1978,Female,12008.65,74,3/7/2008,Monthly,AB,54,FALSE,,80.235.26.159
83,Danny,Cohen,5/26/2000,Male,15723.89,31,7/3/2011,Monthly,YZ,31,FALSE,,217.117.28.248
84,Jill,Hayes,12/30/1988,Female,6007,68,9/25/2012,Monthly,IJ,68,FALSE,,62.179.70.241
85,Joshua,Jones,6/23/1992,Male,11368.94,1,7/13/2009,Monthly,EF,1,FALSE,,31.234.246.98
86,John,Edwards,9/13/1983,Male,1417.54,17,11/6/2011,Monthly,OP,17,FALSE,,168.180.5.207
87,Sara,Holland,4/13/1987,Female,2127.81,2,6/12/2011,Monthly,KL,2,FALSE,,57.65.73.41
88,Ronald,Martinez,1/25/1955,Male,8669.16,1,3/30/2010,Monthly,CD,1,FALSE,,40.144.188.246
89,Brittany,Vargas,6/24/1989,Female,15255.8,74,2/18/2008,Monthly,YZ,68,FALSE,,168.168.59.176
90,Adrian,Molina,1/28/1962,Male,15849.98,74,5/5/2011,Monthly,QR,74,FALSE,,213.56.155.203
91,Johnny,Martinez,7/19/1942,Male,8233.65,55,5/2/2012,Monthly,IJ,55,FALSE,,105.178.194.217
92,Charles,Cardenas,5/10/1996,Male,20224.8,1,6/27/2010,Monthly,GH,1,FALSE,,175.201.210.73
93,Nicole,Tucker,10/29/1998,Female,11692.86,41,12/28/2008,Monthly,IJ,41,FALSE,,11.134.43.96
94,Stacey,Edwards,11/13/1983,Female,8106.86,35,4/16/2011,Monthly,OP,35,FALSE,,108.97.187.71
95,Isaac,Cain,2/12/1989,Male,16554.56,11,10/16/2008,Monthly,EF,11,FALSE,,74.115.32.190
96,Ryan,Francis,9/21/1987,Male,1904.52,44,3/10/2011,Monthly,GH,44,FALSE,,95.190.16.163
97,Shawn,Thomas,10/31/1956,Male,18692.5,37,4/15/2008,Monthly,KL,37,FALSE,,25.234.67.61
98,Sandra,Dixon,12/27/1970,Female,1158.39,21,7/10/2012,Monthly,IJ,21,FALSE,,78.66.113.152
99,Terri,White,4/4/1993,Female,5224.15,63,11/27/2009,Monthly,CD,63,FALSE,,100.238.32.232
100,Carrie,Alexander,5/31/1967,Female,514.1,64,11/5/2008,Monthly,IJ,64,FALSE,,200.192.153.153
101,Aaron,Hoover,2/14/1962,Male,19887.96,53,3/10/2010,Monthly,ST,53,FALSE,,106.252.205.236
102,Sarah,Scott,1/31/1997,Female,19684.8,53,4/20/2012,Monthly,CD,53,FALSE,,163.215.243.58
103,John,Reed,1/26/1973,Male,906.91,36,7/17/2011,Monthly,OP,36,FALSE,,185.153.58.95
104,Donald,Moore,1/18/1952,Male,16144.03,6,3/12/2008,Monthly,IJ,6,FALSE,,159.99.154.21
105,Emily,Smith,1/26/1941,Female,9532.85,55,7/22/2011,Monthly,KL,55,FALSE,,231.162.8.8
106,Luke,Vazquez,9/14/1943,Male,16576.99,60,3/14/2012,Monthly,WX,60,FALSE,,91.180.101.240
107,Connie,Rhodes,10/21/1992,Female,12902.44,54,3/19/2008,Monthly,QR,68,FALSE,,169.153.198.123
108,Teresa,Walsh,7/25/1979,Female,16611.7,8,3/21/2011,Monthly,AB,8,FALSE,,21.183.85.242
109,Steven,Herrera,11/2/1945,Male,11826.05,31,9/5/2008,Monthly,UV,31,FALSE,,169.150.85.107
110,Joseph,Martinez,6/21/1957,Male,6241.63,68,9/18/2012,Monthly,EF,68,FALSE,,57.51.251.3
111,Cory,Ray,7/9/1998,Male,4966.62,27,5/25/2008,Monthly,CD,27,FALSE,,68.152.247.61
112,Lucas,Serrano,12/6/1978,Male,15044.89,65,6/16/2010,Weekly,EF,65,FALSE,,118.215.27.231
113,Todd,Taylor,2/14/1998,Male,8387.12,55,10/11/2012,Monthly,YZ,55,FALSE,,16.92.108.2
114,Wendy,Boyd,12/19/1981,Female,20768.93,31,10/30/2011,Monthly,ST,31,FALSE,,234.17.188.30
115,Julie,Deleon,11/2/1953,Female,18290.07,21,3/13/2008,Monthly,QR,21,FALSE,,64.253.108.140
116,Omar,Scott,6/27/1968,Male,11944.33,55,12/28/2012,Monthly,CD,55,FALSE,,52.240.231.239
117,Tami,Rivera,9/27/2000,Female,15090.3,2,9/7/2011,Transaction,AB,2,FALSE,,160.146.133.15
118,Mary,Young,9/23/1991,Female,19809.39,51,10/23/2008,Monthly,WX,5,FALSE,,196.171.16.105
119,Deborah,Jackson,12/2/1965,Female,14958.56,29,2/2/2009,Monthly,WX,29,FALSE,,196.217.75.182
120,Carmen,Martin,2/12/2001,Female,14579.52,13,2/19/2008,Monthly,GH,2,FALSE,,16.171.115.121
121,Kenneth,Kelley,8/27/1953,Male,20515.96,74,10/1/2012,Monthly,WX,74,FALSE,,222.210.19.236
122,Cynthia,Reed,7/22/1950,Female,13156.68,54,2/12/2012,Monthly,EF,54,FALSE,,100.121.22.9
123,Kimberly,Love,7/9/1963,Female,14630.9,52,6/13/2010,Monthly,YZ,52,FALSE,,176.197.26.71
124,Brittney,Underwood,7/3/1965,Female,5098.17,40,5/11/2011,Transaction,IJ,40,FALSE,,243.233.227.41
125,Victoria,Acosta,4/26/1962,Female,2499.77,64,10/11/2012,Weekly,KL,64,FALSE,,91.162.216.67
126,Beth,Church,10/7/1963,Female,4303.17,34,12/10/2012,Monthly,OP,34,FALSE,,71.72.242.185
127,Michael,Gonzalez,10/17/1961,Male,12451.45,65,6/15/2008,Monthly,AB,75,FALSE,,29.32.86.141
128,Joseph,Santana,6/12/1953,Male,8933.93,74,5/14/2011,Monthly,EF,74,FALSE,,52.10.148.83
129,Margaret,Hall,4/4/1982,Female,854.91,70,7/19/2011,Monthly,ST,70,FALSE,,209.28.132.2
130,Mark,Nunez,11/8/1988,Male,5538.23,22,9/19/2010,Monthly,GH,22,FALSE,,157.181.251.82
131,Shannon,Trujillo,4/18/1998,Female,6214.59,38,5/15/2012,Weekly,ST,38,FALSE,,79.62.3.211
132,Lori,Hart,11/5/1996,Female,16241.08,24,6/25/2011,Monthly,EF,24,FALSE,,17.45.223.62
133,Robert,Campbell,9/12/1973,Male,10563.08,38,3/6/2011,Monthly,WX,38,FALSE,,93.121.223.0
134,Eric,Smith,6/25/1949,Male,7159.9,51,2/15/2008,Monthly,GH,51,FALSE,,219.142.44.48
135,Elizabeth,Lopez,12/8/1938,Female,17022.11,21,11/27/2011,Monthly,UV,21,FALSE,,105.30.238.123
136,Michael,Payne,11/10/1998,Male,13538.25,10,4/3/2012,Weekly,ST,10,FALSE,,227.210.202.100
137,David,Dunn,7/13/1980,Male,4670.51,31,1/3/2011,Monthly,IJ,31,FALSE,,5.128.242.33
138,Timothy,Kerr,3/11/1949,Male,14127.85,4,9/2/2008,Monthly,UV,4,FALSE,,232.141.42.199
139,Jonathan,Lucas,12/22/1980,Male,3134.01,8,6/21/2008,Monthly,QR,8,FALSE,,84.82.236.78
140,Jeremy,Manning,12/29/2000,Male,10110.13,43,11/16/2012,Monthly,GH,43,FALSE,,255.149.80.130
141,John,Sosa,1/19/2002,Male,3247.47,73,3/16/2010,Monthly,CD,73,FALSE,,160.8.219.66
142,Tony,Reynolds,7/6/1987,Male,9302.2,76,9/6/2008,Monthly,OP,76,FALSE,,79.68.198.29
143,Cristina,Rivera,3/19/1998,Female,5448.1,1,4/12/2011,Monthly,KL,1,FALSE,,56.185.166.167
144,Gerald,Robinson,5/30/1974,Male,11698.11,77,9/19/2008,Monthly,QR,77,FALSE,,115.239.71.103
145,Roberta,Anderson,2/22/1981,Female,7457.79,46,6/21/2009,Monthly,QR,46,FALSE,,34.8.188.165
146,Douglas,Ray,8/23/1962,Male,18314.28,58,11/7/2010,Monthly,WX,58,FALSE,,128.198.59.92
147,Gregory,Porter,9/2/1980,Male,2362.41,64,10/22/2012,Monthly,GH,64,FALSE,,196.50.106.108
148,Shawn,Ayala,8/10/1939,Male,18905.21,11,3/28/2012,Monthly,UV,11,TRUE,14,64.29.103.70
149,Nicole,Rush,10/31/1967,Female,17863.02,37,3/15/2010,Monthly,UV,37,FALSE,,109.6.254.67
150,William,Lynn,2/28/1991,Male,3503.96,70,2/11/2012,Monthly,YZ,70,FALSE,,171.172.233.107
151,Richard,Chavez,5/1/1982,Male,18894.98,1,9/4/2008,Monthly,OP,23,FALSE,,179.59.23.225
152,Yvonne,Carey,12/20/1944,Female,8831.93,28,7/4/2009,Monthly,WX,28,FALSE,,21.232.17.162
153,Connor,Haney,11/18/1939,Male,15226.66,74,8/25/2008,Monthly,WX,60,FALSE,,195.88.76.65
154,Zachary,Clarke,4/25/1953,Male,4632.49,30,1/27/2008,Monthly,EF,30,FALSE,,101.1.213.191
155,Paul,Lopez,7/14/1996,Male,16596.56,60,9/13/2011,Monthly,UV,60,FALSE,,60.154.68.125
156,Seth,Brown,6/21/1943,Male,862.73,29,6/1/2008,Monthly,AB,25,FALSE,,11.180.97.96
157,Pamela,Chapman,8/19/1950,Female,6053.77,17,8/20/2011,Monthly,QR,17,FALSE,,240.182.200.189
158,Sophia,Oliver,11/21/1996,Female,9479.85,29,2/26/2011,Weekly,YZ,29,FALSE,,240.190.81.239
159,Terry,Underwood,6/10/1982,Male,595.87,31,4/27/2008,Monthly,CD,31,FALSE,,21.85.71.120
160,Julie,Hess,6/15/1962,Female,5676.79,4,9/28/2010,Monthly,UV,4,FALSE,,38.152.234.192
161,Patricia,Flores,4/13/1983,Female,12245.37,59,7/2/2011,Monthly,QR,59,FALSE,,187.36.8.99
162,Jared,Campbell,5/20/1952,Male,20736.25,46,6/8/2011,Monthly,IJ,46,FALSE,,49.171.143.233
163,Jaime,Smith,6/25/1960,Female,8332.73,13,8/30/2008,Monthly,IJ,13,FALSE,,13.143.28.57
164,Edward,Morris,11/30/1959,Male,10620.19,66,11/26/2008,Monthly,EF,66,FALSE,,33.241.110.32
165,Nicholas,Fernandez,2/10/1995,Male,15312.3,52,9/4/2011,Monthly,OP,52,FALSE,,109.65.74.189
166,Scott,Schroeder,9/24/1987,Male,12507.8,71,8/12/2011,Weekly,AB,71,FALSE,,66.30.73.63
167,Christopher,Ali,1/30/1980,Male,198.89,1,9/26/2012,Monthly,OP,1,FALSE,,153.160.117.145
168,Rachel,Doyle,12/22/1994,Female,19728.12,59,9/6/2012,Monthly,WX,59,FALSE,,156.43.161.127
169,Denise,Kent,1/23/2000,Female,144.44,1,9/22/2012,Weekly,AB,1,FALSE,,189.49.91.244
170,Pamela,Mckinney,4/2/1984,Female,4815.11,60,12/14/2008,Weekly,CD,55,FALSE,,89.77.68.140
171,Kimberly,Turner,2/25/1997,Female,4237.54,21,6/11/2011,Monthly,OP,21,FALSE,,180.70.36.79
172,Jamie,Conner,6/29/1992,Female,8662.6,47,8/24/2011,Monthly,ST,47,FALSE,,50.229.1.189
173,Darlene,Hernandez,2/27/1972,Female,12303.41,43,12/12/2008,Monthly,ST,43,FALSE,,11.252.4.132
174,Christopher,Lam,5/11/1975,Male,7171.15,77,2/21/2011,Monthly,QR,77,FALSE,,136.135.115.44
175,Keith,Powell,5/10/1956,Male,9594.48,32,7/4/2012,Monthly,GH,32,FALSE,,255.215.161.243
176,Philip,Dillon,6/16/1962,Male,5027.62,1,7/29/2008,Weekly,AB,1,FALSE,,31.165.208.245
177,Heather,Stewart,12/18/1946,Female,13856.76,52,3/28/2008,Monthly,AB,5,FALSE,,43.168.49.197
178,Sarah,Ferrell,3/16/1976,Female,3289.67,48,4/20/2008,Monthly,OP,54,FALSE,,237.171.110.236
179,Gerald,Ritter,7/22/1989,Male,11699.72,76,4/16/2012,Monthly,ST,76,FALSE,,48.179.71.89
180,Sarah,Lynch,3/10/1987,Female,175.35,74,3/2/2010,Monthly,CD,74,FALSE,,103.156.137.150
181,Phillip,Contreras,2/18/1961,Male,12475.94,41,3/17/2012,Monthly,ST,41,FALSE,,61.62.63.8
182,Whitney,Allen,6/17/1941,Female,1514.47,55,1/8/2008,Monthly,GH,55,FALSE,,237.132.32.41
183,Rebecca,Franklin,12/3/1978,Female,4820.82,69,12/22/2011,Monthly,IJ,69,FALSE,,169.254.213.113
184,Lauren,Clayton,8/28/1963,Female,9459.12,44,8/1/2011,Monthly,OP,44,FALSE,,147.31.238.220
185,James,Fitzgerald,9/1/1981,Male,20621.7,70,2/27/2012,Monthly,YZ,70,FALSE,,212.95.14.91
186,Cynthia,Middleton,11/28/1981,Female,1979.14,6,11/14/2008,Monthly,YZ,4,FALSE,,44.104.212.83
187,Kelly,Diaz,9/10/1994,Female,18360.89,1,2/25/2008,Monthly,QR,1,FALSE,,46.137.19.42
188,Elizabeth,Fox,6/17/1949,Female,17678.8,34,10/25/2008,Monthly,QR,70,FALSE,,200.58.75.77
189,Victor,Palmer,1/23/1979,Male,19412.64,70,10/26/2011,Monthly,AB,70,FALSE,,221.194.148.176
190,Jessica,Cole,8/1/1981,Female,17458.39,17,7/3/2009,Monthly,EF,17,FALSE,,26.203.154.116
191,John,Morgan,2/10/1974,Male,14790.59,63,11/2/2009,Monthly,EF,63,FALSE,,49.39.160.122
192,Megan,Norris,12/28/1990,Female,15030.5,67,1/13/2011,Monthly,YZ,67,FALSE,,2.176.11.139
193,Robert,Allen,5/8/1977,Male,5705.61,1,10/8/2012,Monthly,IJ,1,FALSE,,240.139.3.114
194,Tara,Lawrence,12/12/1989,Female,7292.26,61,4/8/2010,Monthly,UV,61,FALSE,,57.205.153.67
195,Kelly,Rios,11/25/1999,Female,1050.46,8,7/25/2008,Monthly,QR,2,FALSE,,163.187.22.61
196,Lisa,Jones,3/3/1996,Female,5557.36,54,3/27/2011,Monthly,ST,54,FALSE,,73.222.192.92
197,Rachel,Snyder,9/1/1989,Female,9586.7,37,11/24/2011,Monthly,IJ,37,TRUE,3,141.228.135.69
198,Robin,Santos,5/12/1967,Female,5868.91,48,3/17/2011,Monthly,AB,48,FALSE,,78.119.196.174
199,Alec,Bauer,5/30/1983,Male,15959.6,28,7/19/2012,Monthly,AB,28,FALSE,,240.3.118.9
200,Rachel,Dunn,10/11/1971,Female,11376.24,27,1/20/2008,Weekly,WX,27,FALSE,,11.225.39.118
201,Sarah,Smith,2/27/1983,Female,2790.8,73,8/29/2010,Monthly,KL,73,FALSE,,130.203.118.88
202,Jennifer,Horn,11/4/1962,Female,12185.71,22,3/9/2012,Monthly,GH,22,FALSE,,199.182.246.230
203,Jerry,Johnston,6/8/1986,Male,6488.17,31,11/25/2012,Monthly,UV,31,FALSE,,167.0.228.31
204,Julie,Washington,12/7/1957,Female,13637.89,38,5/16/2009,Monthly,ST,38,FALSE,,77.117.113.10
205,Brian,Bolton,11/25/1965,Male,11357.35,77,1/20/2010,Monthly,ST,77,FALSE,,242.195.19.36
206,Jeffery,Herring,5/20/1982,Male,16962.39,68,2/6/2011,Monthly,CD,68,FALSE,,46.246.174.95
207,Justin,Thomas,8/22/1998,Male,11197.18,28,9/6/2010,Monthly,CD,28,FALSE,,177.75.224.49
208,Stephanie,Horton,1/7/1953,Female,17682.84,72,4/9/2008,Monthly,WX,72,FALSE,,76.2.140.180
209,Linda,Clark,8/28/1987,Female,14211.41,19,10/30/2011,Monthly,IJ,19,FALSE,,34.32.203.39
210,Scott,Smith,6/12/1987,Male,6504.03,37,3/15/2008,Monthly,WX,37,FALSE,,218.119.0.14
211,Dana,Sanchez,5/2/2002,Female,5003.89,39,6/13/2010,Monthly,IJ,39,FALSE,,36.117.75.124
212,Deanna,Holt,12/3/1943,Female,13046.99,15,10/27/2011,Monthly,QR,15,FALSE,,217.20.15.250
213,Brian,Campbell,3/8/1967,Male,4340.96,46,7/28/2008,Monthly,IJ,1,FALSE,,22.208.118.89
214,Julia,Patel,10/25/1964,Female,4516.22,70,2/23/2012,Monthly,YZ,70,FALSE,,162.59.102.227
215,Sara,Gibbs,5/15/1992,Female,3845.25,27,3/28/2010,Monthly,YZ,27,FALSE,,139.156.214.223
216,Jamie,Lawrence,11/25/1990,Female,1612.89,17,9/28/2008,Monthly,EF,5,FALSE,,74.152.159.239
217,Jessica,Mendez,11/12/1938,Female,1077.93,1,6/7/2012,Monthly,IJ,1,FALSE,,68.199.134.212
218,Daniel,Cabrera,6/11/1977,Male,20214.55,1,2/26/2011,Monthly,OP,1,FALSE,,96.20.42.105
219,Theresa,Richardson,12/27/1992,Female,8316.49,22,4/3/2010,Monthly,CD,22,FALSE,,208.211.29.32
220,Ashley,Harris,12/18/1989,Female,11329.58,45,11/29/2012,Monthly,AB,45,FALSE,,161.62.187.25
221,Tammy,Perez,2/24/1958,Female,19264.27,73,7/15/2008,Monthly,WX,73,FALSE,,64.144.95.236
222,Joshua,Johnson,8/6/1994,Male,5235.42,10,10/6/2008,Monthly,CD,41,FALSE,,52.71.14.123
223,Christopher,Brennan,6/3/1974,Male,9200.5,72,3/16/2011,Monthly,UV,72,FALSE,,200.113.59.168
224,Matthew,Armstrong,9/9/2000,Male,14096.99,50,3/25/2009,Monthly,EF,50,FALSE,,97.152.77.227
225,Tyler,Burke,4/21/1982,Male,18343.7,6,8/15/2008,Monthly,YZ,6,FALSE,,165.131.25.128
226,Jacob,Scott,3/27/1978,Male,19531.2,54,3/1/2008,Weekly,KL,69,FALSE,,189.80.254.82
227,Jason,Mcknight,1/12/1979,Male,3761.4,72,4/28/2012,Monthly,OP,72,FALSE,,131.92.154.61
228,Rhonda,Lynch,9/6/1978,Female,17082.58,15,9/29/2011,Monthly,CD,15,FALSE,,189.90.31.219
229,Thomas,Sloan,9/27/1963,Male,10507.07,69,8/29/2011,Monthly,KL,69,FALSE,,214.214.108.221
230,Andrew,Graham,3/21/1988,Male,2269.1,58,11/6/2008,Weekly,QR,55,FALSE,,53.22.186.39
231,Keith,Bradley,3/27/1959,Male,8471.99,12,2/8/2008,Monthly,WX,24,FALSE,,213.11.196.150
232,Michael,Sullivan,3/1/1994,Male,13719.1,65,11/25/2008,Monthly,QR,65,FALSE,,138.42.164.128
233,Kimberly,Kirk,3/15/1944,Female,15443.81,65,12/20/2012,Monthly,ST,65,FALSE,,65.99.159.201
